transliteration,translation,source
i-hi-id-ma ṣú-ha-ru a-ma-kam u4-ma-kál lá i-bi4-tu,Take care to not delay the boys there overnight.,sentence_word_index
pá-šu-ri dam-qú-tim wa-at-ru-tim i-na 0.5 ma-na KÙ.BABBAR ší-im ra-qí-tim ša li-bi4-kà ša-a-ma,"Purchase a very fine table with the 1/2 mina silver, the price of the raqqutum textile you owe.",sentence_word_index
a-na ša-lim-a-šùr qí-bi-ma um-ma en-um-a-šur-ma i-na me-eh-ri-im ša ba-a-ba-tí-kà ša té-zi-ba-ni 5 ma-na KÙ.BABBAR iš-tí ì-lí-dan al-qé 3.83333 ma-na 5 GÍN iš-tí a-mur-dUTU 1 0.5 ma-na ša da-dí-a al-qé a-na 4 ma-na KÙ.BABBAR ša en-na-sú-in ha-bu-lá-ku-ni 2.5 ma-na ṣí-ib-tám 0.5 ma-na ma-na-ah-tám ŠU.NÍGIN 7 ma-na KÙ.BABBAR iš-tí en-na-sú-in al-qé 0.66666 ma-na 8 GÍN iš-tí i-tur4-DINGIR 1.3333300000000001 ma-na iš-tí ku-ku-wa 7 ma-na iš-tí tù-um-li-a-i-im 1 ma-na iš-tí DUMU uš-ha-ta ŠU.NÍGIN KÙ.BABBAR-pí-kà 27.5 ma-na 3 GÍN ša i-na ba-áb-tí-kà al-qé-ú ŠÀ.BA 10.5 ma-na 5 GÍN a-na É a-zu áš-qúl ša 3 ma-na KÙ.BABBAR ší-ma-am áš-am-ma TÚGṣú-ba-tí a-na É kà-ri-im qá-at-kà a-ta-dí-ma 5.5 ma-na 7.5 GÍN É kà-ri-im al-pu-ut-kà 12 ma-na KÙ.BABBAR da-a-tám ša-li-im-tám ú-ša-áš-qí-lu-kà-ma 5.5 ma-na 7.5 GÍN ú-ṣa-hi-ir-ma 6.33333 ma-na 2.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ú-ša-áš-qí-lu-ni 3 ma-na a-na il,"To Šalim-Aššur from Ennam-Aššur: From the copy of your outstanding loans that you left with me I have received 5 minas of silver from Ilī-dan; I received 3.83333 minas 5 shekels from Amur-Šamaš, 10.5 mina from Dādiya; for 4 minas of silver that Enna-Suen owed to you I got 2.5 minas as interest and 0.5 mina as expenditures - in all I received 7 minas of silver from Enna-Suen; 0.6666 mina 8? shekels owed by Itūr-ilī, 1.5 mina owed by Kukuwa, 5 minas owed by the man of Tumliya, 1 mina owed by Ušhata's son - total of your silver: 27.5 minas 3 shekels that I received from your outstanding loans. Thereof I paid 10.5 minas 5 shekels to Azu's firm; I made purchases for 3 minas of silver, and I have deposited textiles on your account in the colony office, and I have booked you for 5.5 minas 7.5 shekels in the colony; they made you pay 12 minas of silver, the complete fees, and I deducted 5.5 mina 7.5 shekels so they made me pay 6.3333 minas 2.5 shekels of refined silver. I paid 3 minas to Ilī-bāni son of Yaya, and he produced the tablet concerning 5 minas sworn by the City; I gave 1 mina of silver as the transport tariff for 1 talent of silver transported by Šu-Ištar; 0.5 mina I deposited for your 3 servants; I paid 0.83333 mina for 5 -textiles when I gave Šāt-Anna in marriage; I paid 23 shekels to Pilah-Aššur and 10 shekels of silver to Uṣur-ša-Aššur; I gave 4 shekels of silver as the transport tariff for the votive offerings I sent with Dan-Aššur to you; the rest of your silver: 1 mina 33.5 shekels of silver; I gave that for small goods.",original_document
ša hu-bu-ul a-na-ah-DINGIR 20 ma-na KÙ.BABBAR ṣa-ru-pá-am,Regarding Anaḫ-ilī's debt of 20 minas refined silver.,sentence_word_index
big_gap big_gap 0.66666 ma-na KÙ.BABBAR a-na a-šur-ta-ak-lá-ku DUMU lu-ra-áb-a-ku dí-na-ma ṭup-pá-am,"Give 0.6666 mina of silver to Aššur-taklāku, son of Lū-rab'āku, and ask him for my debt-note.",train_split
ṭup-pá-am šu-a-tí na-an-ší-a-šu-ma a-hi a-ta a-pu-tum ṭup-pè-e a-na té-ga-ra-ma nu-úr-IŠTAR ú uš-ta-lá lu-šé-ṣí-ú 3,"We produced the tablet for him, so, my dear brother, urgent, so that Nūr-Ištar and Uštala bring out the tablets to Tegarama.",sentence_word_index
um-ma šu-IŠTAR-ma a-na a-lá-hi-im ù a-šur-na-da 4.5 ku 1 GÚ 10 ma-na SÍG.HI 1 TÚG ra-qá-tum 17 GÍN KÙ am-ma-ku-wa šé-ṣí-a-nim ì-lí-na-am a-na ta-ad-mì-iq-tí-a ṣa-áb-ta-šu-ma ma-lá e-bu-ku-ni-ni sá-am-tám ra-ku-ús da-na-at-ku-nu qí-ib-a-šu-um šu-ma a-hu-a-tù-nu a-na a-wa-at ṭup-pì-im i-hi-id,From Šū-Ištar to Alāhum and Aššur-nādā:,sentence_word_index
a-hu-ú-ni a-ta šu-ma mì-ma ta-ki-li gap-gap a-na kà-ri-im kà-ni-iš{ki} iš-ta-áp-ru-nim ki-ma ni-a-tí a-wa-tám ta-e-er-ma ù té-er-ta-kà li-li-kam-ma,"Our dear brother, if any of the trusted ones? have written to the colony office at Kaneš, return a good word on our behalf and let your message come.",sentence_word_index
a-mu-ur-ša-ra-sà dí-in a-dí ma-lá ú ší-ni-šu áš-pu-ra-ku-ma ṭup-pá-am lá ta-dí-in,I have written you once or twice but you have not given me a reply.,train_split
IGI ha-na-na-ri-im IGI PUZUR4-a-šùr,"Witnesses: Ḫanna-nārum, Puzur-Aššur.",sentence_word_index
um-ma en-nam-a-šur-ma ù da-dí-a-ma a-na e-lá-ma qí-bi4-ma 30-ma-na KÙ.BABBAR ša da-šur-SIPA ub-lá-ni ni-is-ha-sú DIRI 2 GÚ 10 ma-na AN.NA ku-nu-ki 25 ma-na AN.NA qá-tim 14.25 GÍN.TA 10.83333 ma-na 3 GÍN KÙ.BABBAR it-ba-al 85 TÚG.HI.A 5.83333 ma-na ù 7 GÍN KÙ.BABBAR it-bu-lu 4 ANŠE ṣa-la-mu 1 ma-na 13 GÍN KÙ.BABBAR it-bu-lu 10.33333 GÍN KÙ.BABBAR ú-nu-ut ANŠE 9 GÍN KÙ.BABBAR wa-ṣí-tám 3 GÍN KÙ.BABBAR ša sá-e-tim 30 ma-na KÙ.BABBAR ša a-šur-SIPA ub-lá-ni 1.3333300000000001 GÍN ù 3 ŠE.TA té-ṣú-bu 0.66666 ma-na 0.5 GÍN KÙ.BABBAR ni-dí-in 0.33333 ma-na KÙ.BABBAR be-ú-lá-at kur-ub-IŠTAR 2 GÍN KÙ.BABBAR lu-bu-šu 3 TÚG.HI.A ša kur-ub-IŠTAR 1 TÚG ša da-dí-a 1 TÚG ša en-nam-a-šur mì-ma a-nim a-šur-SIPA na-áš-a-ku-um ší-tí KÙ.BABBAR iš-tí wa-ar-ki-ú-tim nu-šé-ba-lá-kum,"Thus Ennam-Aššur and Dadiya, say to Elamma: 30 minas of silver that Aššur-rē'ī brought here, its excise added, thereof: 2 talents 10 minas of tin under seals and 25 minas of tin for expenses at 14 1 / 4 shekels : 1 cost 10 minas and 53 shekels of silver. 85 textiles cost 5 minas and 57 shekels of silver. 4 black donkeys cost 1 mina and 13 shekels of silver, 10.3333 shekels of silver the harness of the donkeys, 9 shekels of silver export tax, 3 shekels of silver for big_gap The 30 minas of silver that Aššur-rē'ī brought entailed additions of 1 shekel 63 grains per mina, so that we paid 40.5 shekels of silver. 20 shekels of silver the working capital of Kurub-Ištar, 2 shekels his clothing allowance; 3 textiles of Kurub-Ištar, 1 textile of Dadiya, 1 textile of Ennam-Aššur. All this Aššur-rē'ī is bringing to you. What we will buy with the rest of the silver we will send you with a later caravan.""""",original_document
ṭup-pá-am i-na qá-nu-e lá-wi-a-ma da-am-qí-iš a-na DUMU um-mì-a-nim ke-nim pí-iq-da-ma lu-ub-lam,"Wrap up the tablet in straw, and carefully entrust it to a reliable affiliated trader so that he may bring it to me.",sentence_word_index
šu-ma i ma-lá u4-me-šu KÙ.BABBAR lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám a-na ma-na-im i-na ITU.KAM-im ú-ṣa-áb,"If he has not paid the silver within his stipulated term, he must add interest in accordance with the rule of the colony per mina per month.",sentence_word_index
3 GÍN KÙ.BABBAR ša be-lúm-ba-ni 3 GÍN KÙ.BABBAR ša lá-ma-sí 0.33333 GÍN a-na šé-pí-IŠTAR ší-im ki-ri-im 0.33333 GÍN ší-im ku-ku-za-nim,"3 shekels of silver belonging to Bēlum-bāni; 3 shekels of silver belonging to Lamassī; 0.3333 shekel silver for Šēp-Ištar, the price of drinks; 0.3333 shekel the price of a piglet.",train_split
mì-li-ik lu-qú-tim ša tám-kà-ri-im mì-il5-kà,big_gap take a decision concerning the textiles belonging to the merchant.,sentence_word_index
wa-ar-ki-tim lu-qú-tum i-ṣí-bi-it-ma lu-qú-tám ša a-sà-nim É.GAL-lúm,Afterwards merchandise was seized and the palace took away Asānum's merchandise.,train_split
a-na pu-šu-ke-en6 ù a-šur-ni-šu qí-bi-ma a-na pu-šu-ke-en6 qí-bi-ma um-ma i-ku-pí-a-ma 6,"To Pūšu-kēn and Aššur-nīšu, specifically to Pūšu-kēn, from Ikūn-pīya:",sentence_word_index
ku-ra IGI a-šur-dUTU-ši a-ha-ma 2 ší-it-ru 4.5 TÚG wa-dí-ú-tum ša a-na-na a-na šu-IŠTAR a-na ší-a-ma-tim ta-dí-in IGI a-wi-li a-ni-ú-tim,"Further, 2 undergarments, 4.5 -textiles belonging to Anna-anna were given to Šu-Ištar for purchases.Witnessed by these men.",train_split
um-ma a-šur-ma-lik-ma ù a-mur-IŠTAR a-na a-lá-hi-im qí-bi-ma i-na 20 TÚG.HI.A ša a-mur-IŠTAR e-zi-bu 5 TÚG.HI.A a-na 5 GÚ 50 ma-na URUDU ší-KAM ku-zi-zi-a i-dí-in 2 TÚG.HI.A a-na 1 GÚ 10 ma-na URUDU ma-sí-im a-mur-IŠTAR i-dí-in i-na 5 GÚ 50 ma-na URUDU ša ku-zi-zi-a 2 GÚ 35 ma-na URUDU ni-im-hu-ur ŠÀ.BA 1 ma-na KÙ.BABBAR ku-nu-ki-ni šu-hu-bur DUMU PUZUR4.IŠTAR na-áš-a-kum 2.33333 ma-na KÙ.BABBAR gap ša ku gap ma ku ri a xx xxxx a-ṣé-ri-kà xxxxx ki-ma xxxxx ma-na KÙ.BABBAR xxxxx-kà xxxxx ba-kum xxxx le-qé i-na 4 TÚG.HI.A ša a-bi4-a-ni-im 1 TÚG a-na 1 GÚ URUDU ší-ki-im ku-zi-zi-a i-dí-in 3 TÚG i-ba-ší-ú 2 TÚG nu-ku-ra-ú um-ma šu-ut-ma ší-tí hu-sà-ri-im šé-ep-IŠTAR ú a-lu-wa ú-ta-e-ru-šu KÙ.BABBAR iš-tí ku-zi-zi-a i-ri-ah xxxx a ša a-mur-IŠTAR xxxxx ma i-na TÚG.HI.A xxxxx 2 ṣú-ha-ri- big_gap big_gap,"From Aššur-malik and Amur-Ištar to Ali-ahum: Of the 20 textiles that Amur-Ištar left Kuziziya sold 5 textiles for 5 talents 50 minas of šikku-copper. Amur-Ištar sold 2 textiles for 1 talent 10 minas of washed copper. Of the 5 talents 50 minas of copper from Kuziziya we received 2 talents 35 minas of copper. Of that Šu-Hubur son of Puzur-Ištar brings you 1 mina of silver under our seals. 2.3333 minas of silver big_gap big_gap Of the 4 textiles belonging to Abī-Anum, Kuziziya sold 1 textile for 1 talent of šikku-copper. 3 textiles remain. 2 textiles have been denied. He said: ""Šēp-Ištar and Aluwa have converted the rest of the lapis lazuli."" The silver is left with Kuziziya. big_gap belonging to Amur-Ištar big_gap of the textiles big_gap 2 servants big_gap",original_document
a-wa-tim a-ni-a-tim IGI kà-ri-im,These words he spoke before the colony.,train_split
a-bu-a MAŠKIM ù tám-kà-ru ú-ṣú-ur-ša-a-šur DUMU a-šur-ma-lik iṣ-bu-tù-ni-a-tí-ma a-na É ú-ṣú-ur-ša-a-šur ú-šé-ri-bu-ni-a-tí-ma ma-ṣa-ar-tí ú-ṣú-ur-ša-a-šur tám-kà-ru-šu i-na ma-ah-ri-ni ip-té-ú-ma ṭup-pì-šu ha-ru-mu-tim ú-šé-ṣí-ú-ni-ma i-na li-bi4 ṭup-pì-šu ṭup-pá-am ha-ar-ma-am ša 6 GÚ AN.NA ku-nu-ki ša a-limki ú 45 TÚGku-ta-ni ša-lim-a-šur a-na a-šur-i-dí DUMU sá-da-a i-da-an-ma 1 GÚ KÙ.BABBAR ṣa-ru-pá-am a-šur-i-dí a-na ša-lim-a-šur i-ša-qal šu-ma a-šur-i-dí DUMU sá-da-a lá-šu AN.NA ù TÚGṣú-ba-tí a-na ša ki-ma a-šur-i-dí ša-lim-a-šur i-da-an ṭup-pu-um ha-ar-mu-um ša hu-bu-ul a-šur-i-dí i-na É ú-ṣú-ur-ša-a-šur DUMU a-šur-ma-lik i-na li-bi4 ṭup-pì-šu e-li-a-ma ù a-na a-šur-ma-lik DUMU a-lá-hi-im ip-qí-du-šu a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI a-ta-ta DUMU šu-ku-bi4-im IGI šu-a-šur DUMU id-n,"Abuwa, the attorney, and the customers of Uṣur-ša-Aššur son of Aššur-malik seized us and led us into Uṣur-ša-Aššur's house, and his customers opened Uṣur-ša-Aššur's strong room with us as witnesses, took out his certified tablets, and selected from his tablets one certified tablet stating that Šalim-Aššur shall give 6 talents of tin sealed in the City and 45 -textiles to Aššur-idī son of Sadaya, and that Aššur-idī shall pay 1 talent of refined silver to Šalim-Aššur; if Aššur-idī son of Sadaya should be absent, Šalim-Aššur shall give the tin and the textiles to Aššur-idī's representatives. This certified tablet concerning Aššur-idī's debt appeared in the house of Uṣur-ša-Aššur son of Aššur-malik among his tablets, and thereafter they entrusted it to Aššur-malik son of Ali-ahum. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Atata son of Šu-Kūbum, by Šu-Aššur son of Iddin-Aššur; Aššur-rabi was on that very day our thir witness partner.",original_document
um-ma šu-ut-ma i-na kà-ni-iš i-na-a KÙ.BABBAR il5-qé,"He said, ""Innāya took the silver in Kanesh.""",sentence_word_index
um-ma a-šùr-i-dí a-na a-šùr-na-da ì-lí-a-lim ù a-šùr-ta-ak-lá-ku qí-bi4-ma 12,"From Aššur-idī to Aššur-nādā, Ilī-ālum and Aššur-taklāku:",sentence_word_index
ŠÀ.BA 4 ma-na ha-da-a i-dí-nam,Ḫadāya gave me 4 minas from that amount.,sentence_word_index
iš-tù ha-mu-uš-tim ša {d}a-šur-{d}UTU-ši a-na 15 ha-am-ša-tim i-ša-qal šu-ma la iš-qúl a-na 1 ma-na-im 1.5 GÍN.TA i ITU.1.KAM,He will pay 15 ḫamuštum weeks from the ḫamuštum of Aššur-Šamši.,sentence_word_index
ù lu tám-kà-ar a-bi4-a a-ta lá tù-na-ha-ni ù KÙ.BABBAR ma-dam lá tù-ša-ag-ma-ra-ni ri-ig-ma-tum,"big_gap or my father's customer. As for you, do not obstruct me, and do not make me expend a lot of silver. Complaint.",original_document
a-m-ru u4-me-šu lá i-ma-i-du um-ma SIG5-pì-a-šur-ma a-ma me-eh-ra-at na-áš-pè-er-tim ša na-áš-a-ku-ni ú-za-ku-nu ap-té a-hu-a a-tù-nu i-hi-da 1.3333300000000001 ma-na AN.NA i-na big_gap qá-tí-a a-na e-ni-iš-ta-ri-im a-dí-in,"Damiq-pī-Aššur said: Now, I have informed you about the copy of the missive that I am bringing."" My dear brothers, take care - 1.3333 mina of tin from big_gap at my disposal I gave to Eništārum. """,train_split
lu-qú-tám ša ša-lim-a-šur ša i-na ha-hi-im É i-sú-ri-ik ù me-er-ú i-dí-a-bi-im iṣ-bu-tù-ni-ma i-na kà-ni-iš É a-šur-be-el-a-wa-tim i-pì-iq-du-ni-ma a ma-lá ṭup-pì-im ša dí-in a-limki ša kà-ku-a ub-lá-ni a-na lu-qú-tim šu-a-tí en-na-sú-in ù a-nu-li a-na ša-lim-a-šur ú-lá i-tù-ru-ú IGI ku-la IGI PUZUR4-tí-a-am-tim IGI en-um-a-šur,"As to the goods belonging to Šalim-Aššur that was in hahhum in Issu-arik's house, and which Iddin-abum's sons seized and entrusted in the house of Aššur-bēl-awātim in Kanesh - in accordance with the tablet with a verdict of the City that Kakuwa brought Enna-Suen and Anuli must not raise claims to those goods against Šalim-Aššur.",original_document
šu-ma lá iš-qúl 1.5 GÍN.TA ṣí-ib-tám ú-ṣa-áb,If he does not pay he will add interest at the rate of 1 1/2 shekels.,sentence_word_index
iš-tù ha-muš-tim ša a-lá-hi-im ù ku-ra 0.66666 ma-na 5 GÍN KI da-dí-a iš-tù ITU.KAM hu-bu-ur li-mu-um šu-hu-bur 30 ma-na URUDU SIG5 KI zi-kà-a 0.33333 ma-na KI wa-al-dí-DINGIR iš-tù ha-muš-tim ša kur-ub-IŠTAR ú šu-a-nim 0.66666 ma-na KI a-šùr-re-ṣí iš-tù ha-muš-tim ša ú-ra-a ú šu-ki-tim 1 ma-na KI i-dí-a-šùr iš-tù ha-muš-tim ša sú-kà-lí-a ù ú-ra-a 0.5 ma-na KI a-lá-hi-im ša ma-ma ù IŠTAR-lá-ma-sí iš-tù ha-muš-tim ša i-ku-nim ú na-ra-am-ZU 0.5 ma-na be-ú-lá-tí-a im-li-kà-a ú-kà-al 10 GÍN KI ša i-lá-li 10 GÍN KI {d}NIN.ŠUBUR-ba-ni 0.5 ma-na 2 GÍN KI en-um-a-šùr DUMU iš-du-ke-en6 10 GÍN KI i-dí-a 0.33333 ma-na 5 GÍN KI id-na-a iš-tù li-mì-im sà-li-a 12 ma-na KI en-um-ì-lí 5 GÍN KÙ.BABBAR KI a-ku-za mì-ma ša a-wi-lim a-ni-ú-tim ṭup-pu-šu-nu ha-ru-mu,He will pay interest from the ḫamustum of Al-aḫum and Kura.,sentence_word_index
ma-na-um pá-ra-aṣ lá,We have strong witnesses against him.,train_split
um-me-a-nim pì-qí-id-ma lu-ub-lam ša 0.33333 GÍN KÙ.BABBAR,Buy onions and for 0.3333 shekel of silver and send it to me.,train_split
TÚG.HI.A a-na ùh-šu-ša-na ú-ta-e-ra-am,The textiles he brought back to Wahšušana.,train_split
gap gap GÍN big_gap i-na KÙ.BABBAR a-ni- big_gap al-qé a-ni,I received big_gap 0.3333 shekel silver for the attorney big_gap for the bridge guard - all this I paid in Kanesh.,train_split
GÍN ku-nu-ki-a kur-ub-IŠTAR na-áš-a-kum 1,Kurub-Ištar brings you 1/3 shekels under my seal.,sentence_word_index
a-wa-tim ki-ma ta-le-a-ni gu5-um-ra mì-ma a-wa-tim ša i-ma-qú-ta-ni lu ma-ma-an i-ša-pu-ru-nim té-er-ta-ak-nu li-li-kam-ma úz-ni pí-té-a a-lá-nu-ma a-wa-sú lá ta-ga-ma-ra um-ma a-tù-nu-ma té-er-tí-ni a-ṣé-ri-šu li-li-ik KÙ.BABBAR ša É a-lim{ki} ša kur-ub-IŠTAR lá ša ú-šé-bi4-lá-ni,"I said, ""As for the matter of Kurub-Ištar's and Aḫia's investors, if they come to an agreement settle the matter insofar as you can. However the matter falls out, or whatever they write, let your report come and inform me. Don't try to resolve the matter from there.""",sentence_word_index
6 ma-na KÙ.BABBAR ṣa-ru-pá-am 6 GÍN ša-du-a-sú ša e-la-ma a-na PUZUR4-a-na DUMU a-šur-dan áp-qí-id IGI a-šur-na-id DUMU a-šur-i-dí IGI zu-ba ší-im AN.NA-ki-kà 1 GÚ-tim 5 ma-na KÙ.GI ni-is-ha-sú DIRI ú ša-du-a-sú ša-bu ša zu-ba PUZUR4-a-na a-na ší-a-ma-tim ú-bi-il5 GÁN-lam a-na-nu-um ù a-lá-nu-um a šu-mì-šu-nu-ma i-tí-iq KÙ ša qí-ip-tí-šu-nu IGI a-šùr-na-id DUMU a-šur-i-dí IGI ás-qú-dim,"6 minas of refined silver, 6 shekels his transport-fee, belonging to Elamma I entrusted to Puzur-Anna, the son of Aššur-dān. In the presence of Aššur-nādā, son of Aššur-idī, and of Zuba. It is the price of your tin to the amount of 1 talent. 5 minas of gold, its excise added extra and its transport-fee paid, belonging to Zuba, Puzur-Anna brought away for making purchases. It will travel overland in both directions at their expense, for it is money of their trust. In the presence of Aššur-nādā, son of Aššur-idī, and of Asqūdum.",original_document
i qá-qá-ad šál-mì-šu-nu ra-ki-is,The silver is bound to whichever one among them is solvent.,sentence_word_index
big_gap gap gap,big_gap that Šalim-Aššur left behind big_gap let us go to the City.,train_split
iš-tù ha-muš-tim ša am-ri-a ù i-ku-nim a-na 45 i-ša-qal 15.5,He will pay forty five weeks from the ḫamuštum of Amria and Ikūnim.,sentence_word_index
ší-tí AN.NA-ki-kà 1 GÚ 53.66666 ma-na LÁ 1 GÍN iz-ku-a-am 11,They cleared the remainder of your tin—53 minas 39 shekels.,sentence_word_index
i-na al tí-im-ni-e ta-am-hu-ri-ma IGI e-na-sú-in DUMU i-sú-rik13 ù IGI ú-zu-a DUMU ku-ku-lá-nim ta-áš-e-li-ma um-ma a-ta-ma i-nu-mì KÙ.BABBAR ku-nu-ki ša a-hi-a tù-šé-bi4-lá-ni ma-num li-mu-um,"In Al-Timniyē you approached me and in the presence of Ennam-Suen, son of Issūrik, and of Uzua, son of Kukkūlānum, you interrogated me saying: Whe you had me bring the silver with my brothers' seals, who was then līnūm?",sentence_word_index
a-na en-um-a-šur qí-bi-ma um-ma a-mur-IŠTAR-ma a-na-kam big_gap a-na ša-lá-tù-wa-ar,To Ennam-Aššur fom Amur-Ištar: Here big_gap the traveling party has been stopped on the way to Šalatuwar.,train_split
ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šùr-SIPA DUMU šu-IŠTAR a-hu-qar i-šu,Aššur-rēʾī s. Šū-Ištar owes Aḫu-waqar 2 minas refined silver.,sentence_word_index
ší-tí an-ni-ki-kà lá-ma a-li-kà-ni KÙ.BABBAR lá ta-áš-qú-ul iš-tù u4-mì-im ša a-li-kà-ni KÙ.BABBAR ú-ša-áš-qí-il5-ma,"Since there is no affiliated trader among the travellers who can be responsible for some 10 minas of silver, for that reason we held the silver back.",train_split
ni-is-ha-at TÚG.HI.A ṣa-hu-ur,The import duty for the textiles has been deducted.,sentence_word_index
ha-am-ša-tim i-ša-qal šu-ma i-na ma-la u4-me-šu lá eš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb IGI,"If he has not paid at the completion of his term, he must pay interest at the rate 1.5 shekel per month per mina.",train_split
KÙ.BABBAR ša-áš-qí-il5-šu,Make him pay the silver.,sentence_word_index
ù a-lá-an lu-qú-tim,"Also, one year ago, even before the attorneys came up here, I pleaded with you, saying: ""Come!",train_split
qá-bi-a-tí né-nu a-na-kam gap gap -ni ni-ša-a-al ga-me-er a-wa-tim-ma gap gap tí big_gap -a-limki iš-tù big_gap a-bu-ša-lim gap gap gap gap iš-tí PUZUR4 gap gap gap gap gap gap ni-ni gap gap ni-il5-qé-ú šé-bi-lam a-šur-ANDUL,"Tell him: By decision of the man who settled the affair you have been ordered to hand over in the City the tablet you have."" And we here big_gap will ask the man who settled the affair and big_gap after Abu-šalim we had obtained big_gap from / with Puzur- big_gap , send us that.",train_split
ma-na KÙ.BABBAR KI i-dí-sú-en DUMU a-lá-hi-im,Idī-Suen s. Al-aḫim owes 4 minas silver.,sentence_word_index
i-na lá a-ší-ri a-ha-liq,I will lose from big_gap,sentence_word_index
ší-tí TÚG.HI-ti-kà 26 TÚG.HI.A iz-ku-ú-nim,They cleared the remainder of your textiles—26 textiles.,sentence_word_index
iš-tù SAG ITU.KAM tí-i-na-tim a-na ITU.KAM i-ša-qal šu-ma lá,If he does not pay he will add an interest of 0.5 mina per 10 minas per month.,train_split
ma li-ba-am a-na a-we-li i-dí-nu-ni a-tù-nu ú-lá mu-ut a-bi4-a ú-lá šu-lu-um-ku-nu ta-áš-pu-ra-ni-ma li-ba-am,"As for you plur., you did not write either about my father's death or send me your greetings to encourage me.",train_split
